18.2 What language is the application back-end written in? (Multiple selections allowed) (Allows other) *,"NodeJS, Typescript, GoLang"
18.3 What Frameworks are used in the development of your application? (Multiple selections allowed) (Allows other) *,"NextJS, React, Prisma, Apollo GraphQL"
18.4 Does your application use cookies? (Single selection allowed) *,Yes
18.5 What information is stored in cookies? *,we store session related data for unauthenticated users in order to limit access to the free section of our products.
18.6 What is the cookie expiration period? *,varied
"18.7 Is sensitive data of any type (credit card number, account login, passwords, PII, PHI) stored in encrypted form?  (Single selection allowed) *",Yes
18.8 How is the sensitive data encrypted? *,Managed in Google by Google
18.10 Is sensitive information ever “in the clear” or unencrypted in logs or any other transient storage? (Single selection allowed) *,No
18.12 Do you perform penetration and vulnerability assessments? (Single selection allowed) *,Yes
18.14 Please describe what type of testing is conducted. *,External Vulerabilty Scans (automated) and annual Penetration Testing (human based) currently with a partner Psicurity
"18.15 Please provide details on how (internal, third party, or both) and frequency). *","semi-annual vulnerability scans, annual penetration tests"
18.16 When was the last penetration test conducted? *,July 6th 2024. We are still in the retest period and expect to have a finalized report withing the next 45 days
18.18 Does the application use service IDs/tokens? (Single selection allowed) *,Yes
18.19 How often are the service ID passwords/tokens rotated? *,https://docs.scope3.com/docs/access-authorization
18.20 Who has access to these service IDs/tokens and are they managed through any type of system or tool? *,https://docs.scope3.com/docs/access-authorization
18.21 How is the Customer application separated from other customers that you have?   (Single selection allowed) (Allows other) *,Logical
18.22 Describe the process for separating the Customer application from others. *,Logical sepparation is enforced through application code
18.24 Does this solution introduce any hardware that will run on Customer’s network and/or facilities? (Single selection allowed) *,No
"18.27 Who will be responsible for maintaining, patching, security updates, etc.? *","The head of Platform Engineering, CTO and Head of Technical Operations"
19.1 Who are the intended users of this application and how will they be authenticated? *,"We defer to your advertising and marketing organization, named user and pw. SAML is available."
"19.2 If a Customer Co user will be authenticating to the solution, do you support SSO/Federated Identity via SAML 2.0? (Single selection allowed) *",Yes
"19.5 If identification or authentication process fails, is an error/event logged?   (Single selection allowed) *",Yes
19.6 How do users get deprovisioned from the solution? *,"User management at Customer is the responsibility of Customer. The product has 3 access tiers - Basic (view only, limited data/obfuscated), Premium (all data), Admin (all data and manage users)"
19.7 Please describe the authorization controls used by the solution. *,"initial account access is granted to the sales team, further access is controled by Customer. the product has 3 access tiers - Basic (view only, limited data/obfuscated), Premium (all data), Admin (all data and manage users)"
"20.1 Should a security issue be identified, you must be able to immediately disable all or part of the functionality of the application.  Is this acceptable? (Single selection allowed) *",Partial
20.2 Please describe why this is not acceptable *,Depending on the severity of the issue detected
"Please provide a high-level summary and overview of your product, solution and/or services:",Scope3  provides sustainability and decarbonisation products and services to help advertisers measure and reduce their carbon emissions.
How will you integrate your product with Customer? ,Customer can integrate Scope3 via an API integration. Docs here https://docs.scope3.com/docs/getting-started
"Please attach all relevant network diagrams, data-flow charts and integration points with Customer's systems:",Scope3_integration_points.pdf
Please provide documentation describing your Information Security Management Program (ISMP):,infosec.docx
Do you provide your customers guidance about security best practice pertaining to your services?,No
Are you certified for or do you comply with the following policies/regulations?,"In progress, GDPR"
"If answered IN PROGRESS, please specify",We are in the process of selecting a vendor and auditor for SOC2 Type II certification
Please attach your compliance certificate/report,in_progress_thus_no_report.pdf
Can Customer perform independent vulnerability assessments or penetration tests?,Yes
Will you allow a physical on-site audit from your customer if required?,No
Have you undergone a vulnerability assessment and penetration test in the environment processing Customer’s data in the past 6 months?,No
Are you able to provide timely mitigation for newly found application vulnerabilities ?,Yes
Do you store information subjected to any privacy laws and regulations in the system?,No
Do you have agreements which ensure your providers adhere to your information security and privacy policies?,Yes
"Are the requirements for non-disclosure or confidentiality agreements reflecting the organization's needs for the protection of data and operational details identified, documented and reviewed at planned intervals?",Yes
Does your legal department review all third party agreements?,Yes
Do your organization's service level agreements provide your customer remuneration for losses they may incur due to outages or losses experienced within your infrastructure?,No
Is your organization insured by a third party for losses?,Yes
Do you have technical control capabilities to enforce data retention policies?,Yes
Do you have controls in place to prevent data leakage or intentional/accidental compromise between tenants in a multi-tenant environment?,Yes
Do you have the ability to logically segment or encrypt customer data?,Yes
Do you support secure deletion (ex. degaussing / cryptographic wiping) of archived data?,Yes
To which third-parties or related-parties do you provide access?,Contractors
Do you have a Data Loss Prevention (DLP) or extrusion prevention solution in place for all systems which interface with your service offering?,No
Do you provide multi-failure disaster recovery capability?,Yes
Do you monitor service continuity with upstream providers in the event of provider failure?,Yes
Do you provide your customers the ability to declare a disaster?,Yes
Do you provide a customer triggered failover option?,No
Do you share your business continuity and redundancy plans?,Yes
"Please describe your business continuity policy and procedures (including RTP, RPO).",N/A
Does your service run from:,The Cloud
Which cloud service providers do you rely on?,Google Cloud Platform
Where is your DataCenter / Cloud located ?,North America
Your service is,multi-tenant hosting
"Please provide a list of locations where Customer's data will be processed, stored or accessed (offices, data-centers, cloud services etc.):",Google Cloud us-central1
Does the virtual machine management infrastructure include a tamper audit or software integrity function to detect changes to the build/configuration of the virtual machine?,Yes
Do you utilize dedicated secure networks to provide management access to your cloud service infrastructure?,Yes
"What is the availability policy in the event of downtime, etc.? How is data archiving conducted? ","N/A no data is lost during downtime, systems are simply unavailable"
"Please describe your backup and restore policies (i.e. Interval, retention time, restore procedures etc.)",Time based retention policies applied to the data based on criticality and granularity.
Are backups encrypted?,Yes
"If you answered YES to the previous question, how is data archiving conducted? ",We rely on Google Cloud Backups and the inherent security therein
Which of the following segregation architecture do you comply with? ,"Segregation of testing and production systems with application deployment procedures , User accounts are not shared between the production and non-production environment"
Do you encrypt our data at rest (on disk/storage) within your environment?,Yes
Do you maintain key management procedures?,Yes
"If you answered YES to the previous question, please state how encryption keys are generated, saved and managed.","Managed in Google Cloud, by Google"
Do you create a different encryption key for each customer (different from other tenants)?,No
Do you support your customers' generated encryption keys?,No
Do you have the capability to manage encryption keys on behalf of your customers?,No
Do you utilize open source in your system?,Yes
"Do you utilize the use of ""homegrown"" encryption algorithms?",No
Do you implement a secure development lifecycle process?,Yes
"If you answered YES to the previous question, please upload your software development life cycle methodology.",sdlc.docx
Is every major version of the Product/Service penetration-tested against OWASP TOP 10?,No
Do you implement input validation (both client-side and server-side) on every input field in the system?,Yes
Do you conduct a quality assurance process?,Yes
Do you utilize an automated source-code analysis tool to detect code security defects prior to production?,Yes
Do you implement session management capabilities?,Yes
"If you answered YES to the previous question, please describe Session Management and Session Lockout Mechanisms.",We use Google Firebase for session management
"Do you secure your various environments (development, test, etc.) ?",Yes
Do you have a formal Information Security Program (InfoSec SP) in place?,No
Do you enable IP address restrictions?,No
Please provide a comma separated list of external IP addresses.,n/a
Please provide a comma separated list of Domains.,n/a
Are your employees accessing data on a 'need to know' basis? (privileged access),Yes
Do your consultants / external employees have access to personal and sensitive data?,No
Will the workstation  lock in case it  is left open when an employee steps away from their desk?,Yes
Are obsolete laptops or desktops fully erased before disposal to any purpose?,Yes
Do you have user establishment and revoking process?,Yes
Do you have users and permissions periodic review?,No
Do you manage Privileged rights (Administrative permissions)?,Yes
Do you keep hard copies (e.g. paper copies) of sensitive data (as defined by your data classification matrix)?,No
Do you support secure deletion (e.g. degaussing/cryptographic wiping) of archived or backed-up data?,Yes
Does customer data leave your production systems under any circumstance?,No
Do you implement authentication to the system?,Yes
"If you answered YES to the previous question, please describe the base product/ service authentication methods provided (user/password, X.509 certificate, smarted, external).",SSO
Do you perform authentication in clear text?,No
Do you use default vendor-supplied passwords and/or implement other default security parameters in the solution?,No
Does the system support integration with internal user management systems including Microsoft Active Directory?,Yes
How are user-level permissions managed? Please describe the permission management.,manually enforced role based access
Do you have an internal password policy?,Yes
Does each employee have a unique User ID?,Yes
Do Password policy settings use of complex passwords?,Yes
Do employees / contractors have the ability to remotely connect to your production systems? (i.e. VPN),Yes
Do employees / contractors  frequently use mobile devices to access and share data from anywhere ?,No
Do you require multi-factor authentication for:,"Production systems, Administration on your service (local or remote)"
Do you support two-factor authentication for all management interfaces accessible to Customer's employees?,Yes
Do you support SSO/SAML for:,"Internal systems., Customer access."
How many DBAs do you have?,0
Do you support the use of authorization and role-based access control in the system?,Yes
"If you answered YES to the previous question,  please describe the roles in the system and their capabilities","Basic: regular user role, Premium: paying user role, Admin: administrator for an organization"
Do you support the management of roles and access controls inside the system (i.e. change authorization to access data / modules within the system)?,Yes
"If you answered YES to the previous question, please describe in depth your capability to manage roles and their access rights.","the product has 3 access tiers - Basic (view only, limited data/obfuscated), Premium (all data), Admin (all data and manage users)"
Do you support integration with identity management solutions (IDM) to manage identities and access rights within the system?,No
Do you support integration with a Rights Management System (RMS) or a similar system which allows granular level of control on data assets?,No
Do you support field-level authorization?,Yes
"If you answered YES to the previous question, please describe the level of granularity for access control.",Per field on GraphQL API requests and responses
Do you disclose configuration files for any web servers and/or associated support functions (such as Search Engines or Databases)?,No
Do you implement caching and/or Session URL that allows logged out users to reuse the application without supplying their authentication details?,No
"Do you store user details and/or sensitive data (usernames, passwords, certificates, role and the administration) encrypted in the system?",No
Does the system support logging and monitoring of each activity taking place in the system?,Yes
"If you answered YES to the previous question, please provide a list of logs within the system.","access, change "
"Please describe the audit trail and logging capabilities, how activities can be tracked to an individual user or device (both infra and application level are required) for Customer's users and for your own staff / contractors? (Integration with our CASB tool)",all backend logs are aggregated in Google. All UI based activity is collected via PostHog and exported to  BigQuery
"For each log written, do you write the following:","Timestamp, User Details, Action taken, Result (success of failure), Affected data / system, Origination of event"
Do you provide correlation best practices to identify possible misconduct?,No
Do you support sending logs via syslog?,No
Do you support log extraction through API?,No
Do you support automated email in case of a security event (e.g. failed login)?,No
Do you support the auditing of administrative actions?,No
Is there a patch management mechanism?,Yes
"If you answered YES to the previous question, please elaborate.","We are a Google Cloud Customer, we do not have our own hosted environment. Patches are thus managed by google"
"Are your servers, databases, etc. hardened?",Yes
Do you implement file integrity monitoring capabilities on the servers?,No
State if there are change management procedures and/or procedure for installing software updates?,Yes
"If you answered YES to the previous question, please describe the configuration management procedure.","We are a Google Cloud Customer, we do not have our own hosted environment. Updates are thus managed by google"
State if there is a password policy for our application infrastructure?,Yes
What systems do you have in place to mitigate classes of web application vulnerabilities?,"Anti-Malware, Botnets, Antivirus, Application Security, WAF, Patch management, Phishing, Awareness, Anti-Spam, Cloud Security, Firewalls, Identity management, Access Control, Authentication, SSO, Password management, Incident Response"
"If you have any other solutions / products that you use, please elaborate here.",N/A
Do you have any breach detection and/or anomaly detection systems with alerting?,No
Do you maintain an updated information security architecture?,No
Do you maintain a proposed information security architecture?,No
"Does the system support encryption of traffic through all components (web, application, database)?",Yes
"If you answered YES to the previous question, what network traffic protocols are supported?",TLS v1.0 and up
Do you use:,TLS v1.2 or below?
"Do you encrypt all data traffic originating from your clients, including machine to machine traffic (e.g. WS integration?)",No
Do you use a firewall on the network?,Yes
Do you use an active IPS system on the network?,No
Do you use a Web Application Firewall on the network?,Yes
Do you use a Database Activity Firewall on the network?,No
Can you limit the number of IPs accessing our instance of the server?,No
Can you limit the number of IPs accessing our administrative console?,Yes
Are external network vulnerability assessments conducted?,Yes
"Are cables and telecommunication infrastructure, used in conjugation with the service, protected from interceptions ?",Yes
Do you have controls in place ensuring timely removal of systems access no longer required for business purposes?,No
Do you provide metrics to track the speed for removing systems access no longer required for business purposes?,No
Do you document how you grant and approve access to our data?,No
Do you have a method of aligning provider and our data classification methodologies for access control purposes?,No
"Is timely deprovisioning, revocation or modification of user access to the organizations systems, information assets and data implemented upon any change in status of employees, contractors, customers, business partners or third parties?",Yes
"Is any change in status intended to include termination of employment, contract or agreement, change of employment or transfer within the organization?",Yes
"Do you require, at least annually, certification of entitlements for all system users and administrators?",No
"If users are found to have inappropriate entitlements, are all remediation and certification actions recorded?",Yes
Will you share user entitlement remediation and certification reports with your customers if inappropriate access was enabled to Customer's data?,No
"How many users (in all systems), potentially, have access to systems that process / store customer data?",<50
"If users have access to your customers data, do you monitor this access?",No
Do you have an Information Security Risk Management Program (InfoSec RMP)?,No
Does your organization do periodic audit log review by management?,Yes
How many employees are dedicated to the information security team?,<3
Do you provide tenants with documentation describing your Information Security Management Program (ISMP)?,No
"Do you have documented information security baselines for every component of your infrastructure (e.g. hypervisors, operating systems, routers, DNS servers, etc.)?",Yes
Do you have the capability to continuously monitor and report the compliance of your infrastructure against your information security baselines?,Yes
"Are all employment candidates, contractors and involved third parties subject to background verification (as allowed by local laws, regulations, ethics and contractual constraints)?",No
"Are all personnel required to sign Confidentiality Agreements to protect customer information, as a condition of employment?",Yes
Do you have an information security awareness program?,No
Please describe your security awareness program for your personnel.,we do not yet have a formalized security awareness/testing program. We do make regular posts in our Slack instance reminding folks of the importance of being aware and informed. We also post about the latest threats and resolution
Are employees made aware of what action might be taken in the event of a violation and stated as such in the policies and procedures?,Yes
Are all endpoint laptops that connect directly to production networks centrally managed?,Yes via Ripling MDM and Intune
What type of antivirus solution is installed on your endpoints?    ,Windows Defender (for windows based endpoinds) and Xprotect and Sentinel One(for Apple Endpoints )
Do you have a formalized Security Incident Response Program?,Yes
Will our security be notified in case of relevant incident ?,Yes
"Does your security information and event management (SIEM) system merge data sources (app logs, firewall logs, IDS logs, physical access logs, etc.) for granular analysis and alerting?",Yes
Does your logging and monitoring framework allow isolation of an incident to specific tenants?,No
Will customers (security) access relevant audit trail after the incident ? ,No
Can customers define alert triggers ?,No
"Do you share customer data with, or enable direct access by, any third-party?",No
Are there any physical security procedures?,No
"Are ingress and egress points such as service areas and other points where unauthorized personnel may enter the premises, monitored, controlled and isolated from data storage and process?",No
"Do you protect on sensitive areas like : DataCenters , Secured rooms ? If so, how do you protect ?",No
"Do you allow Wi-Fi access to internal networks? If so, how do you secure it?",No
Do you have anti-malware programs installed on all systems to support your cloud service offerings?,Yes
"Do you ensure that security threat detection systems using signatures, lists or behavioral patterns are updated across all infrastructure components, within industry accepted timeframes?",Yes
Does the application/service contain any of the types of personally identifiable information listed in Section 3 below? (Yes/No),yes
"Has the application / service been fully decommissionned with no access possible and all data has been purged?  (Yes/No).  If the response was ""Yes"", do not provide responses beyond Section 2",no
"List all personally identifiable information that is processed along with any accompanying information fields.  This may include (not exhaustive):, bank account details , pension details, salary details, national insurance number, passport details, visa details, number of accumulated sick days (as data concerning health), date of birth, personal contact details such as address, mobile telephone number, personal email address, reprimand notes of an employee, notes relating to hiring of prospective employees, employee name, employee ID, username, IP address, work email address, social media (LinkedIn, Twitter or other public domain accounts), notes relating to promotion, work related videos, profile images",employee name and email address
Have the liability clauses been reviewed if there was a data breach? (Yes/No),we've never had a data breach
"If the liability clauses were reviewed, does the supplier accept liability if at fault? (Yes/No)",we've never had a data breach
Are there back-ups or the ability to restore information? (Yes/No/Unknown),yes
If backups are available what is the approximate recovery time before these are available?,"yes, as soon as commercially reasonable"
Are stored password details encrypted? (Yes/No),yes
Do application / service admins have enforced multi factor authentication (MFA)? (Yes/No),no
Are strong passwords enforced? (Yes/No),yes
Are passwords kept static unless there are sufficient grounds to suspect that the password may have been compromised? (Yes/No),yes
Are accounts allocated for a single user only (eg. no shared accounts)? (Yes/No),yes
Is SSL encryption always enforced on traffic? (Yes/No),yes
Is there a retention policy applied to the storage of the personally identifiable information? (Yes/No),no
Does the supplier have an information security certification such as ISO27001? (Yes/No),no
How many administrators are there?,"to be determined by Customer, recommend as few as possible"
"As an indirect measure of use, approximately how many users login daily?",to be determined by Customer
Explain the process for removing access from leavers,account administration is handled via the Scope3 Collaborative Sustainability Platform (CSP)
How is access granted to the system?,"Initial access is granted to the primary Customer contact, futher access is provided to additional Customer employees by the Customer contact"
Who controls/ approves/ grants access?,Customer
Is there a process for revoking temporary access? (Yes/No),yes
Is there a log that can be audited for permission requests and revocations? (Yes/No),no
